OrderID,OrderDate,CustomerID,CustomerName,ProductID,ProductName,Quantity,UnitPrice,OrderStatus
11128,2025-02-08,2482,Cody Ewing,251,Desk Organizer,8,170.95,Pending
11129,2025-04-17,3583,Andrew Kim,275,Tablet Case,2,493.13,Shipped
11130,2023-07-20,4155,Tina Thompson,514,Desk Lamp,4,218.99,Shipped
11131,2024-01-18,2644,Clinton Branch,540,Tablet Case,9,99.69,Cancelled
11132,2023-07-16,2616,Jonathan Stewart Jr.,133,USB Cable,3,85.87,Shipped
11133,2024-02-22,1863,Dominic Lewis,282,Desk Lamp,10,237.35,Pending
11134,2025-03-16,4566,Donna Hayes,350,Bluetooth Speaker,10,50.55,Shipped
11135,2024-05-20,4503,Roberto Martin,424,Smart Watch,8,129.9,Pending
11136,2024-02-23,4327,Kevin Allen,351,Desk Lamp,4,247.07,Cancelled
11137,2024-01-06,4100,Debra Pearson,107,Desk Organizer,5,377.74,Pending
11138,2023-12-15,1800,Adrian Kennedy,137,Pen Set,5,210.95,Pending
11139,2024-08-15,4193,Brandon Deleon,101,Notebook,3,165.16,Shipped
11140,2024-10-14,2066,Robin Perez,587,Smart Watch,6,102.19,Shipped
11141,2024-12-10,1346,Whitney Williams,403,Travel Mug,8,52.67,Pending
11142,2024-06-07,4533,Elizabeth Nguyen,586,Bluetooth Speaker,3,134.21,Cancelled
11143,2023-11-18,3865,Desiree Neal,229,Headphones,10,216.34,Cancelled
11144,2023-09-01,2506,Carrie Marsh,286,Desk Organizer,8,150.78,Cancelled
11145,2025-06-20,3200,Alejandro Oneill,119,USB Cable,3,131.84,Shipped
11146,2024-11-18,4314,Dennis Pacheco,228,Water Bottle,7,212.63,Pending
11147,2023-12-20,1488,Debra Gibson,538,Mouse,6,210.66,Cancelled
11148,2023-08-15,4586,Alexandra White,511,Keyboard,3,240.63,Cancelled
11149,2025-04-25,2153,Michelle Pacheco,381,Tablet Case,1,151.28,Cancelled
11150,2024-01-06,3009,Sharon Park,578,Travel Mug,6,487.78,Shipped
11151,2025-05-10,4550,Jerry Gonzales,414,Headphones,6,476.66,Cancelled
11152,2023-09-18,3288,Robert Ramos,500,Notebook,4,90.59,Pending
11153,2023-07-26,1881,Adrienne Cantrell,528,Yoga Mat,2,463.82,Pending
11154,2023-08-10,4914,Anthony Rodriguez,485,Mouse,2,332.82,Shipped
11155,2024-09-26,2851,Victoria Dunn,217,Water Bottle,10,49.61,Shipped
11156,2025-03-29,4568,Jamie Humphrey,593,Coffee Maker,3,270.72,Shipped
11157,2025-05-20,1151,Brian Maldonado,357,Notebook,5,244.65,Cancelled
11158,2025-02-10,1283,Robert Guerra,418,Bluetooth Speaker,4,417.13,Shipped
11159,2024-07-13,3822,Rebecca Andersen,358,Notebook,3,163.27,Cancelled
11160,2024-02-27,4358,Sara West DVM,216,Pen Set,7,44.58,Pending
11161,2023-10-09,3039,Joshua Diaz,260,Keyboard,9,235.85,Cancelled
11162,2024-05-28,3477,Bryan Young,253,Travel Mug,5,477.2,Shipped
11163,2024-05-08,2712,Anna Fitzpatrick,170,Charger,1,212.95,Shipped
11164,2025-06-17,1804,Amanda Morales,423,Monitor,4,359.83,Cancelled
11165,2023-10-22,2278,Shane Cruz,180,Keyboard,10,479.9,Cancelled
11166,2023-09-11,1054,Sarah Anderson,277,Water Bottle,6,351.01,Cancelled
11167,2025-07-04,1709,David Soto,364,Pen Set,5,491.52,Cancelled
11168,2024-09-04,1598,Brian Moreno,233,Monitor,7,489.23,Shipped
11169,2024-01-07,3833,Wendy Jacobson,588,Headphones,9,268.93,Pending
11170,2023-10-01,2580,Lori Gardner,127,Desk Organizer,4,430.98,Pending
11171,2024-08-26,4805,Shelby Francis,386,Desk Organizer,2,297.89,Shipped
11172,2023-10-16,4315,Kathryn Hubbard,243,Smart Watch,3,136.84,Cancelled
11173,2023-11-09,4352,Justin Adams,186,Pen Set,7,122.4,Cancelled
11174,2025-07-02,4087,Patricia Hooper,394,Smart Watch,8,144.92,Pending
11175,2024-08-09,3887,Rebecca Mcdonald,226,Bluetooth Speaker,3,85.46,Shipped
11176,2024-08-27,1506,John Ray,331,Backpack,6,233.92,Cancelled
11177,2023-10-24,2762,Robert Graham,524,Water Bottle,9,189.28,Shipped
11178,2023-07-26,3434,Justin Meyers,252,Smart Watch,5,408.97,Pending
11179,2025-03-24,4655,Alexander Roach,527,Desk Organizer,4,404.86,Cancelled
11180,2023-09-23,3030,David Jacobs,549,Pen Set,10,343.13,Shipped
11181,2025-03-27,4290,Dawn Goodman,372,Desk Lamp,9,471.03,Shipped
11182,2024-09-13,3186,Robin Gonzalez,549,Keyboard,5,454.09,Cancelled
11183,2025-07-03,1785,Alexandra Martin,538,Charger,1,48.66,Cancelled
11184,2024-09-01,2423,Ralph Decker,452,Mouse,8,490.79,Shipped
11185,2024-11-22,3630,Bradley Gibson,530,Coffee Maker,10,338.13,Shipped
11186,2025-03-20,4249,Amber Atkinson,192,Desk Lamp,8,404.34,Shipped
11187,2025-01-10,3924,Loretta Newton,313,Keyboard,7,29.53,Pending
11188,2024-07-09,2543,Michael Brooks,169,Desk Lamp,4,81.37,Cancelled
11189,2024-08-07,1035,Stephen Wiggins,211,Pen Set,1,190.5,Cancelled
11190,2025-01-17,1943,Michelle Schneider,576,Fitness Band,8,94.59,Cancelled
11191,2024-05-24,4212,Sarah Graves,305,Coffee Maker,3,14.09,Cancelled
11192,2024-11-24,2328,Andrew Parker,131,Desk Lamp,9,59.03,Cancelled
11193,2023-07-28,4366,Ryan Casey,221,Yoga Mat,6,390.32,Pending
11194,2023-10-01,1481,Dwayne Hopkins,162,Backpack,6,17.91,Cancelled
11195,2024-10-31,1891,Kaitlyn Johnson,561,Water Bottle,5,367.29,Shipped
11196,2024-05-15,3518,Nicholas Henry,324,Yoga Mat,8,386.83,Cancelled
11197,2024-05-03,2482,Robert Turner,225,Desk Organizer,7,350.65,Shipped
11198,2023-07-23,2573,Jennifer Miller,421,USB Cable,3,278.71,Cancelled
11199,2023-12-12,4581,Mr. John Smith,218,Notebook,5,103.16,Pending
11200,2024-07-10,2286,Melissa Wright,191,Desk Organizer,9,312.66,Pending
11201,2025-01-02,2871,Robert Cobb,361,Monitor,1,404.13,Pending
11202,2024-04-11,2723,Jared Ferguson,469,Water Bottle,2,100.31,Shipped
11203,2024-11-16,4191,Katrina Daniels,534,Travel Mug,2,363.06,Pending
11204,2023-12-23,4465,Joseph Williams,478,Travel Mug,4,165.39,Cancelled
11205,2025-04-16,3239,Patrick Smith,225,Laptop Stand,5,412.71,Pending
11206,2025-06-18,1682,Mr. Michael Nelson,470,Desk Lamp,3,228.86,Cancelled
11207,2024-06-10,2202,Shannon Soto,389,Charger,2,296.95,Cancelled
11208,2024-02-22,3024,Jean Jones,138,Headphones,10,169.92,Shipped
11209,2023-10-29,1680,Perry Barker,431,Mouse,3,413.44,Shipped
11210,2024-03-31,2383,Joseph Case,344,Pen Set,2,332.81,Pending
11211,2024-08-15,4503,Lauren Choi,189,Travel Mug,2,389.83,Pending
11212,2024-03-08,2114,Lindsay Savage,320,Notebook,2,177.43,Shipped
11213,2025-01-21,1020,Jennifer Mata,397,Backpack,9,420.07,Shipped
11214,2024-09-29,3306,Matthew Morgan,416,Travel Mug,3,191.47,Cancelled
11215,2024-07-02,2806,Wesley Hill,343,USB Cable,2,95.1,Pending
11216,2024-07-16,2387,Heidi Phillips,415,Laptop Stand,1,407.02,Pending
11217,2023-08-29,2951,Amanda Christensen,299,Coffee Maker,10,445.32,Cancelled
11218,2025-01-25,3558,Amy Johnson,207,Charger,1,106.03,Cancelled
11219,2024-11-20,2584,Christopher Trujillo,447,Laptop Stand,3,165.21,Pending
11220,2025-01-14,4341,Mitchell Eaton,198,Keyboard,1,239.75,Cancelled
11221,2025-01-25,4277,Kristin Lawson,387,Notebook,9,144.05,Pending
11222,2025-05-30,4644,Brandy Adams,459,Coffee Maker,8,141.02,Pending
11223,2025-01-27,2603,Sarah Burton,150,Fitness Band,7,487.08,Pending
11224,2025-06-12,3190,Teresa Chavez,589,Tablet Case,3,287.04,Cancelled
11225,2024-06-10,2279,Matthew Smith,487,Keyboard,5,453.2,Cancelled
11226,2023-09-24,1797,Angelica Vega,282,Laptop Stand,6,458.1,Shipped
11227,2023-09-15,1828,Robert Butler,584,Laptop Stand,8,371.27,Cancelled
11228,2023-10-06,2557,Gilbert Young,500,Headphones,2,70.77,Pending
11229,2024-09-02,4586,Sheryl Richardson,592,Travel Mug,10,373.6,Shipped
11230,2024-06-13,4978,James Giles,295,Monitor,10,345.92,Pending
11231,2025-01-05,3791,Kiara Klein,228,Bluetooth Speaker,7,190.83,Shipped
11232,2025-04-22,1668,Mason Prince,124,Laptop Stand,2,490.83,Pending
11233,2023-09-10,3232,Lauren Clark,189,Fitness Band,5,424.48,Shipped
11234,2025-04-02,4998,Jeffery Combs,380,Tablet Case,2,499.17,Pending
11235,2025-01-23,3430,Melissa Simmons,313,Backpack,9,373.47,Pending
11236,2024-02-29,3060,Jessica Rodriguez,258,Tablet Case,2,486.25,Pending
11237,2024-08-17,2047,Jesse Bridges,301,Charger,3,25.56,Cancelled
11238,2023-11-19,3158,Donna Greene,482,USB Cable,1,464.82,Cancelled
11239,2024-12-07,3615,Alex Martinez,569,Backpack,9,299.7,Shipped
11240,2024-09-15,4756,Carolyn Smith,144,Headphones,8,446.03,Shipped
11241,2025-01-03,1831,Christopher Fox,215,Charger,7,118.77,Shipped
11242,2025-06-10,1248,Nicole Anderson,354,Charger,9,158.05,Shipped
11243,2024-03-09,3969,Michael Gonzalez,266,Coffee Maker,6,464.83,Shipped
11244,2024-04-21,3597,Elizabeth Kennedy,344,Mouse,1,414.75,Pending
11245,2025-01-02,4511,Justin Robertson,543,Laptop Stand,2,367.98,Pending
11246,2024-07-20,4518,Timothy Rice,177,Travel Mug,9,173.09,Cancelled
11247,2023-07-28,4033,Billy Olson,504,Desk Organizer,8,425.78,Shipped
11248,2025-05-02,3914,Robert Rivera,133,Smart Watch,2,55.42,Shipped
11249,2023-10-16,4978,Cory Williams,471,Backpack,8,179.9,Pending
11250,2025-04-15,1016,Derek Marshall,383,Desk Organizer,1,305.67,Cancelled
11251,2024-06-18,3153,Cheyenne Carter DVM,472,Smart Watch,6,281.91,Pending
11252,2024-02-03,1772,Kristy Larsen,589,Bluetooth Speaker,9,275.17,Shipped
11253,2024-02-27,4068,Christopher Cabrera,194,Pen Set,2,48.34,Cancelled
11254,2024-02-02,1972,Desiree Williams,269,Desk Organizer,10,378.9,Pending
11255,2025-02-21,3599,Andrew Davenport,222,Notebook,8,391.7,Cancelled
11256,2023-12-06,1268,Richard Baker,435,Charger,4,277.33,Cancelled
11257,2024-03-20,1284,Ronald Smith,595,Coffee Maker,6,129.53,Shipped
11258,2024-11-28,3783,Steven Lara,228,Water Bottle,9,118.9,Pending
11259,2024-01-04,1042,Keith Wheeler,441,Desk Lamp,4,151.04,Pending
11260,2025-02-07,1354,Sara Woods,293,Headphones,2,291.6,Pending
11261,2024-12-26,2809,Carol Baldwin,449,Water Bottle,1,60.48,Cancelled
11262,2023-07-29,3775,Amber Bryan,183,Bluetooth Speaker,8,402.73,Cancelled
11263,2023-11-04,4924,John Peterson,211,Desk Lamp,3,33.07,Shipped
11264,2024-03-01,1334,John Green,591,Notebook,6,241.28,Shipped
11265,2025-06-30,2379,Charles Brewer,544,Fitness Band,9,50.3,Shipped
11266,2024-11-23,1004,Cameron Clark,306,Yoga Mat,2,375.12,Cancelled
11267,2024-02-04,4196,Sean Greene,501,Backpack,6,377.99,Shipped
11268,2025-06-08,1561,Andrew Johnson,498,Fitness Band,6,387.3,Shipped
11269,2023-09-11,2282,Emily Moore,144,Charger,3,96.94,Pending
11270,2023-08-01,1402,Steven Snyder,495,Keyboard,4,71.89,Cancelled
11271,2023-07-26,1945,Robin Griffin,316,Mouse,3,282.87,Pending
11272,2023-08-08,2887,Kathryn Wong,578,USB Cable,3,94.83,Cancelled
11273,2025-02-24,4426,Megan Evans,550,USB Cable,4,417.72,Shipped
11274,2024-10-30,1885,Steven Carson,413,Keyboard,5,446.79,Cancelled
11275,2025-01-22,2776,Laura Sullivan,341,Coffee Maker,9,318.25,Pending
11276,2023-08-26,4343,Angela Morales,419,Charger,9,31.78,Pending
11277,2023-11-13,1855,Roger Wright,528,Coffee Maker,3,66.74,Cancelled
11278,2024-11-25,1657,Gabriel Carpenter,223,Notebook,9,61.89,Pending
11279,2024-08-06,3647,Carl Farmer,142,Coffee Maker,9,311.04,Pending
11280,2024-01-09,2623,Marissa Patterson,218,Yoga Mat,3,266.95,Cancelled
11281,2024-05-16,4128,Carla Serrano,364,Charger,2,184.52,Shipped
11282,2024-03-08,3900,Timothy Walker,324,Mouse,7,194.52,Shipped
11283,2024-02-20,4385,Sara Johnson,375,Notebook,9,470.84,Pending
11284,2023-08-17,4686,Robin Grant,126,Keyboard,3,84.64,Pending
11285,2025-07-06,4962,Jose Lamb,590,Monitor,9,110.59,Cancelled
11286,2024-05-06,3000,Jonathan Peters,487,Headphones,1,240.97,Shipped
11287,2024-03-07,3632,Jesus Scott,114,Tablet Case,4,71.01,Cancelled
11288,2024-05-04,1834,Tyler Watson,167,Laptop Stand,10,32.97,Pending
11289,2024-04-07,4130,Jonathan Olson,221,Mouse,6,29.16,Shipped
11290,2025-05-10,4268,Jennifer Jenkins,439,Desk Lamp,9,472.27,Pending
11291,2025-04-02,1191,Patrick Wilson,319,Smart Watch,8,76.53,Shipped
11292,2023-10-13,1271,Nicholas Le,576,Smart Watch,6,75.38,Cancelled
11293,2024-10-30,1643,Cody Mitchell,234,Smart Watch,6,198.51,Cancelled
11294,2023-09-06,3127,Robert Higgins,561,Notebook,3,407.5,Shipped
11295,2023-08-26,2229,Christina Horton,360,Headphones,10,211.83,Shipped
11296,2025-04-27,3381,William Sanders,139,Fitness Band,3,451.87,Cancelled
11297,2024-12-29,1446,Brandy Dawson,511,Keyboard,10,77.76,Pending
11298,2025-05-06,3822,Ms. Danielle Riley,339,Desk Lamp,9,45.68,Pending
11299,2023-11-29,1966,Megan Dunn,507,Backpack,3,63.3,Shipped
11300,2024-07-25,2021,Tyler Juarez,174,Laptop Stand,7,384.63,Pending
11301,2024-05-19,2777,Barry Duffy,449,Travel Mug,7,343.89,Cancelled
11302,2023-10-13,1559,Gerald Fox,151,Smart Watch,1,348.18,Shipped
11303,2023-08-17,2317,Daniel Powell,589,Monitor,4,221.55,Cancelled
11304,2023-08-21,4749,Amy Mcintyre,242,Desk Lamp,8,487.71,Cancelled
11305,2023-10-25,4577,Carrie Parker,574,Desk Lamp,10,123.62,Cancelled
11306,2025-05-28,2846,Gary Sanders,345,Charger,10,240.42,Pending
11307,2025-03-05,1146,Malik Jones,130,Charger,6,179.29,Shipped
11308,2025-04-20,4671,Robert Small,189,Monitor,1,146.1,Pending
11309,2024-01-03,4998,Monica Brown,162,Laptop Stand,1,392.64,Pending
11310,2024-05-07,2801,Emily Williams,413,Monitor,5,369.97,Pending
11311,2025-06-22,1504,Jessica Hardin,279,Yoga Mat,9,438.51,Pending
11312,2025-06-20,3415,Steve Hughes,550,Pen Set,7,33.29,Shipped
11313,2024-08-01,1410,Matthew Salazar,256,Pen Set,3,466.31,Cancelled
11314,2024-02-04,2484,Erin Diaz,565,Smart Watch,4,51.57,Pending
11315,2024-10-11,3248,Victoria Glenn,155,Pen Set,7,171.77,Cancelled
11316,2024-02-23,1099,Joel Wells Jr.,396,Charger,1,29.87,Shipped
11317,2025-04-06,3667,Kelly Duran,550,Keyboard,8,434.38,Shipped
11318,2024-10-03,1761,Michael Murphy,589,Backpack,2,63.37,Cancelled
11319,2023-08-01,1793,Maureen Mccormick,488,Charger,7,354.27,Pending
11320,2024-01-13,4621,Michael Mack,337,Desk Lamp,6,224.11,Shipped
11321,2024-06-01,1208,Joseph Cole,222,Pen Set,6,266.02,Cancelled
11322,2025-05-31,4303,Thomas Castillo,588,Laptop Stand,4,263.23,Shipped
11323,2023-10-03,2737,Christopher Vaughn,435,Charger,7,104.01,Shipped
11324,2024-10-18,2135,Joseph Hendrix,527,Smart Watch,1,259.69,Cancelled
11325,2024-01-16,3376,Ashley Scott,441,Headphones,8,350.93,Pending
11326,2024-03-01,1892,Scott Harris,429,Smart Watch,6,454.34,Cancelled
11327,2025-04-01,4669,Amanda Wolf,356,Headphones,1,171.38,Pending
11328,2024-12-19,4659,Amanda Gardner,324,Yoga Mat,5,359.09,Shipped
11329,2023-09-20,2864,Chelsea Nelson,392,Bluetooth Speaker,2,19.7,Pending
11330,2023-10-04,4258,Sheila Anderson,291,Keyboard,3,428.55,Pending
11331,2023-11-25,2162,Austin Baker,392,Pen Set,2,405.72,Cancelled
11332,2025-06-24,2244,Vicki Gutierrez,198,Coffee Maker,1,364.5,Shipped
11333,2024-10-05,2069,Jeffery Walter,142,Fitness Band,2,78.2,Shipped
11334,2025-03-24,2562,Matthew Sanford,215,Coffee Maker,1,120.16,Cancelled
11335,2024-11-27,2606,Shelly Ramirez,541,Keyboard,7,312.18,Pending
11336,2024-12-15,3012,Mario Roth,211,Laptop Stand,3,285.03,Pending
11337,2024-10-27,4516,Heather Davis,145,Backpack,9,170.49,Shipped
11338,2023-09-01,4998,Kevin Lewis,465,USB Cable,1,412.14,Cancelled
11339,2024-05-27,3494,Daniel Oliver,504,Coffee Maker,4,78.5,Shipped
11340,2024-06-11,1832,Stephanie Singleton,171,Smart Watch,9,228.09,Shipped
11341,2023-09-04,4396,Ann Quinn,318,Fitness Band,1,43.6,Pending
11342,2023-12-30,4553,Robert Rivera,153,Desk Lamp,8,242.92,Cancelled
11343,2024-03-06,4183,Lisa Montgomery,208,Desk Lamp,3,468.21,Shipped
11344,2024-05-24,4268,Donald Pierce,293,Bluetooth Speaker,6,139.54,Pending
11345,2024-12-03,2449,Dominique Gonzales,488,Charger,10,27.96,Cancelled
11346,2023-10-11,4805,Jacob Jordan,563,Tablet Case,2,351.75,Cancelled
11347,2023-11-05,4240,Patricia Edwards,219,USB Cable,8,82.1,Pending
11348,2025-06-14,3885,Dr. Yesenia Frederick DDS,411,Laptop Stand,8,181.59,Pending
11349,2025-01-08,1293,Jocelyn Evans,324,Water Bottle,7,228.13,Cancelled
11350,2024-10-04,2532,Kenneth Schmidt,421,Headphones,8,104.42,Pending
11351,2023-08-10,4981,Lauren Barajas,392,Monitor,9,178.23,Shipped
11352,2025-01-14,1503,Mary Barnett,262,Notebook,8,270.06,Shipped
11353,2024-08-09,3553,Robert Cox,564,USB Cable,6,400.15,Cancelled
11354,2025-06-04,3556,Patricia Spencer,167,Smart Watch,6,394.05,Shipped
11355,2024-02-28,1144,Ariel Alvarado,156,Water Bottle,8,70.56,Cancelled
11356,2023-12-30,2742,Nathan Briggs,419,Keyboard,3,416.95,Shipped
11357,2024-12-10,4552,Nathan Cherry,500,Water Bottle,5,329.23,Shipped
11358,2023-07-23,2810,Sandra Gonzalez,193,Charger,4,253.9,Pending
11359,2024-06-19,1290,Gabriela Nielsen,179,Backpack,5,179.8,Pending
11360,2024-08-16,3680,Brandy Gardner,466,Keyboard,9,398.82,Shipped
11361,2024-06-15,3352,Stanley Wilson,565,Desk Lamp,8,310.66,Cancelled
11362,2024-08-10,2264,Christine Jones,102,Bluetooth Speaker,5,376.64,Cancelled
11363,2024-04-02,4783,Mrs. Carolyn Klein,300,Desk Lamp,5,67.48,Pending
11364,2025-03-19,4418,Brandon Gonzalez,345,Tablet Case,9,63.69,Shipped
11365,2025-06-08,1001,Timothy Ewing,479,Tablet Case,1,238.52,Cancelled
11366,2023-09-19,2080,Kirsten Martin,413,Backpack,4,391.38,Cancelled
11367,2023-12-15,2248,Rhonda Garcia,442,Mouse,10,210.33,Pending
11368,2024-08-30,3721,Crystal Smith,525,Yoga Mat,8,332.97,Shipped
11369,2024-01-13,1699,Jean Rush,380,Laptop Stand,7,268.96,Cancelled
11370,2023-07-31,2261,Breanna Stanley,549,Monitor,1,498.92,Pending
11371,2024-08-28,1956,Erica Lee,131,Yoga Mat,1,265.81,Shipped
11372,2024-04-02,2822,Thomas Murphy,301,Keyboard,3,249.08,Pending
11373,2024-01-19,2252,Mr. William Wilkerson DVM,543,Desk Lamp,7,282.87,Cancelled
11374,2024-11-19,4595,Walter Mann,546,Pen Set,9,210.44,Cancelled
11375,2024-01-13,2518,Traci Martinez,543,Yoga Mat,9,328.05,Cancelled
11376,2023-10-04,1714,Eric Ramos,416,Tablet Case,3,159.03,Pending
11377,2023-10-14,2391,Elizabeth Garcia,330,USB Cable,10,135.59,Pending
11378,2024-06-11,3397,Kenneth Burke,248,Charger,6,80.21,Cancelled
11379,2023-09-22,4061,Alison Adams,309,Fitness Band,5,402.87,Cancelled
11380,2025-03-31,4447,Alyssa Howard,461,Travel Mug,4,423.92,Pending
11381,2023-11-04,2647,Lisa Adams,166,Coffee Maker,3,275.52,Cancelled
11382,2024-07-27,4090,David King,306,Bluetooth Speaker,1,151.74,Shipped
11383,2025-07-09,4150,Mark Mccoy,392,USB Cable,2,228.26,Pending
11384,2023-12-02,4173,Joel Boyle,298,Mouse,5,111.8,Pending
11385,2025-03-11,4992,Kimberly Gillespie,416,Mouse,9,155.54,Pending
11386,2023-09-07,3292,Charles Flynn,385,Tablet Case,2,371.78,Shipped
11387,2025-05-18,2203,Jessica Cooper,244,Monitor,10,160.21,Pending
11388,2024-10-18,4892,Rose Gonzalez,255,Tablet Case,4,219.2,Pending
11389,2023-10-04,3940,Kimberly Patrick,126,Fitness Band,4,374.1,Shipped
11390,2024-03-11,2507,James Nichols,470,Desk Organizer,10,188.02,Cancelled
11391,2024-05-20,4811,Jerry Moreno,402,Fitness Band,2,248.01,Pending
11392,2023-12-31,4738,Crystal Trujillo,388,Coffee Maker,7,38.34,Shipped
11393,2023-09-13,2050,Christopher Singh,236,Yoga Mat,5,418.82,Shipped
11394,2023-07-18,1018,Ann Frazier,163,Travel Mug,10,161.78,Shipped
11395,2024-11-13,3507,Yolanda Moore,518,Laptop Stand,2,355.43,Cancelled
11396,2024-10-27,2403,Jerry Middleton,405,Bluetooth Speaker,2,479.45,Pending
11397,2024-08-26,1260,Jerry Lowe,597,Notebook,8,166.4,Cancelled
11398,2023-07-19,2202,Ariana Thomas,202,Tablet Case,4,192.74,Cancelled
11399,2024-09-13,1554,Megan Ball,432,Headphones,2,89.19,Cancelled
11400,2023-07-13,4960,Christine Hayes,553,Laptop Stand,2,216.8,Shipped
11401,2024-02-14,1408,Cheryl Castro,315,Desk Organizer,4,145.16,Cancelled
11402,2023-08-15,2474,Thomas Thompson,126,Desk Organizer,2,82.73,Pending
11403,2025-03-04,3469,John Glenn,592,Bluetooth Speaker,1,309.27,Pending
11404,2024-09-10,3675,Keith Singleton,543,Water Bottle,3,230.53,Shipped
11405,2023-09-26,2514,Whitney Gibson,339,Smart Watch,7,149.21,Shipped
11406,2023-08-09,4280,Erin Bennett,530,Laptop Stand,2,40.91,Shipped
11407,2024-12-13,2221,Matthew Diaz,334,USB Cable,7,350.96,Shipped
11408,2025-02-07,2380,Brian Floyd,588,Monitor,2,274.55,Cancelled
11409,2023-10-09,2974,Erica Morris,206,Desk Lamp,6,202.63,Pending
11410,2024-11-26,4148,Kristen Briggs,547,Desk Organizer,2,159.62,Shipped
11411,2024-01-17,1505,Jessica Johnson,153,Mouse,7,316.16,Shipped
11412,2024-03-24,3637,Stacey Johnson,577,Bluetooth Speaker,9,444.01,Shipped
11413,2025-01-12,2447,Cody Hill,362,Tablet Case,3,21.08,Pending
11414,2025-07-07,3491,Jeffery Watts,128,Keyboard,1,134.59,Cancelled
11415,2024-06-26,1717,Anna Anderson,580,Laptop Stand,2,91.59,Shipped
11416,2024-02-01,2784,Kristen Cooper MD,133,Mouse,3,199.8,Cancelled
11417,2023-12-13,3351,David Jones,294,Fitness Band,7,31.54,Pending
11418,2025-06-25,2139,Todd Drake,596,Monitor,1,70.42,Shipped
11419,2025-03-13,3608,Mrs. Jennifer Foster,432,Bluetooth Speaker,5,115.88,Cancelled
11420,2023-09-24,1385,Natalie Richardson,234,Keyboard,5,160.9,Pending
11421,2025-03-11,2699,Tina Morales,555,Desk Lamp,10,238.88,Cancelled
11422,2024-11-09,1738,Matthew King,333,Water Bottle,2,481.09,Shipped
11423,2024-01-03,1636,Jamie Rodriguez,210,Travel Mug,8,70.66,Shipped
11424,2024-10-01,1883,Kristin Campbell,307,Backpack,9,475.72,Cancelled
11425,2024-01-24,1945,Benjamin Gibson,374,Headphones,9,35.97,Cancelled
11426,2024-10-09,4034,Scott Gomez,189,Charger,10,56.72,Pending
11427,2024-09-21,1839,Edward Garcia,346,Backpack,7,149.08,Cancelled
11428,2025-02-16,4052,Daniel Tate,550,Fitness Band,4,179.12,Shipped
11429,2024-08-22,2632,Nathan Ross,186,USB Cable,9,426.72,Pending
11430,2023-11-12,2065,Erica Adams,359,Monitor,5,142.54,Shipped
11431,2025-01-08,1034,Austin Vega,294,Fitness Band,3,51.13,Shipped
11432,2024-02-07,4096,Laura Holland,404,Keyboard,3,487.41,Pending
11433,2024-12-05,4750,Sarah Fields,315,Pen Set,6,227.56,Shipped
11434,2025-05-03,2484,Tyler Hammond,489,Monitor,4,275.04,Cancelled
11435,2025-01-16,2661,Alan Wise,170,Keyboard,5,458.03,Cancelled
11436,2025-04-20,2207,Edward Jones,296,Water Bottle,7,375.9,Cancelled
11437,2023-10-28,2754,Terrence Barker,531,Yoga Mat,9,430.89,Shipped
11438,2024-09-11,3260,Sandra Velasquez,390,Desk Lamp,6,150.86,Shipped
11439,2025-07-06,1289,Nicholas Cain,201,Tablet Case,2,434.88,Shipped
11440,2025-05-10,3573,Duane Ellis,567,Keyboard,5,317.69,Cancelled
11441,2024-10-20,4824,Michelle Torres,139,Smart Watch,3,220.94,Cancelled
11442,2024-03-01,3953,Matthew Hernandez,491,Water Bottle,4,416.38,Shipped
11443,2024-03-17,3527,Michelle Crosby,138,Charger,9,75.55,Cancelled
11444,2024-07-28,2864,Christopher Cameron,460,Monitor,8,397.43,Cancelled
11445,2023-07-19,4071,Mary Stewart,242,Bluetooth Speaker,8,445.19,Shipped
11446,2024-08-28,1765,Toni Becker,542,Fitness Band,5,392.43,Pending
11447,2024-07-10,2582,Patricia Gray,486,Pen Set,8,497.9,Pending
11448,2025-06-18,3587,Sharon Clarke,498,Keyboard,9,359.49,Shipped
11449,2023-12-27,2228,Jacqueline Santana,177,Water Bottle,2,291.91,Shipped
11450,2023-12-12,3387,Jeffrey Taylor,247,USB Cable,9,23.88,Shipped
11451,2025-04-04,1368,Ashley Gray,348,Keyboard,6,32.45,Pending
11452,2024-07-30,2806,Emma Stone,577,Monitor,9,165.94,Shipped
11453,2024-11-05,2817,Russell Soto II,268,Notebook,5,37.37,Shipped
11454,2024-07-17,4642,Richard Hood,332,Desk Lamp,4,130.53,Shipped
11455,2023-08-25,2662,Timothy Dalton,146,Desk Lamp,6,84.39,Cancelled
11456,2023-10-11,3172,Lynn Taylor,296,Tablet Case,1,292.16,Pending
11457,2024-07-02,1802,William Day,466,Mouse,2,141.32,Cancelled
11458,2025-06-22,1485,Jacob Kelly,464,Laptop Stand,4,189.9,Shipped
11459,2025-02-08,4826,Donna Combs,517,Water Bottle,4,322.46,Cancelled
11460,2024-11-16,3214,Darren Blake,570,Charger,1,91.54,Pending
11461,2025-04-05,1653,Michelle Johns,298,Desk Organizer,2,185.27,Pending
11462,2024-02-09,4820,George Carrillo,318,Desk Lamp,5,20.81,Pending
11463,2025-04-21,2662,Mr. Joseph Adkins,376,Pen Set,5,448.95,Pending
11464,2024-09-27,4291,Andrea Keller,500,Desk Organizer,9,14.51,Cancelled
11465,2024-05-01,3322,Charlotte Evans,314,Pen Set,10,29.75,Pending
